
0,1,
1,0,
2,1,
3,1,
4,0,
5,0,
6,0,
7,0,
8,0,
9,0,
10,0,
11,0,
12,1,
13,0,
14,0,
15,0,
16,0,
17,0,
18,1,
19,0,
20,1,
21,0,
22,1,
23,1,
24,0,
25,0,
26,1,
27,1,
28,0,
29,1,
30,1,
31,0,
32,0,
33,0,
34,1,
35,0,
36,0,
37,1,
38,0,
39,0,
40,0,
41,0,
42,1,
43,0,
44,0,
45,0,
46,1,
47,1,
48,0,
49,0,
50,0,
51,2,
52,0,
53,0,
54,0,
55,4,
56,0,
57,0,
58,0,
59,0,
60,0,
61,0,
62,1,
63,2,
64,1,
65,0,
66,1,
67,0,
68,0,
69,0,
70,0,
71,0,
72,0,
73,0,
74,0,
75,0,
76,10,
77,1,
78,0,
79,0,
80,1,
81,0,
82,0,
83,0,
84,0,
85,0,
86,0,
87,11,
88,1,
89,0,
90,1,
91,1,
92,0,
93,0,
94,0,
95,0,
96,0,
97,0,
98,1,
99,0,
100,0,
101,0,
102,0,
103,1,
104,0,
105,0,
106,0,
107,0,
108,1,
109,0,
110,0,
111,0,
112,0,
113,0,
114,0,
115,0,
116,3,
117,0,
118,1,
119,0,
120,0,
121,0,
122,0,
123,1,
124,0,
125,0,
126,1,
127,0,
128,1,
129,2,
130,0,
131,0,
132,0,
133,0,
134,1,
135,0,
136,0,
137,0,
138,0,
139,0,
140,1,
141,0,
142,0,
143,0,
144,0,
145,0,
146,0,
147,0,
148,1,
149,0,
150,0,
151,0,
152,0,
153,1,
154,0,
155,1,
156,0,
157,0,
158,2,
159,0,
160,0,
161,0,
162,9,
163,0,
164,0,
165,0,
166,0,
167,0,
168,0,
169,0,
170,4,
171,0,
172,0,
173,0,
174,0,
175,0,
176,2,
177,0,
178,0,
179,0,
180,1,
181,10,
182,1,
183,0,
184,1,
185,0,
186,1,
187,0,
188,1,
189,2,
190,1,
191,0,
192,0,
193,0,
194,0,
195,3,
196,1,
197,1,
198,0,
199,0,
200,0,
201,2,
202,0,
203,0,
204,0,
205,0,
206,0,
207,2,
208,0,
209,0,
210,2,
211,0,
212,0,
213,0,
214,0,
215,0,
216,1,
217,0,
218,1,
219,0,
220,0,
221,0,
222,0,
223,1,
224,11,
225,0,
226,0,
227,0,
228,1,
229,0,
230,0,
231,1,
232,0,
233,1,
234,0,
235,0,
236,0,
237,1,
238,0,
239,1,
240,0,
241,1,
242,0,
243,1,
244,0,
245,0,
246,1,
247,0,
248,0,
249,0,
250,2,
251,0,
252,0,
253,1,
254,0,
255,0,
256,0,
257,0,
258,0,
259,0,
260,0,
261,0,
262,0,
263,0,
264,1,
265,0,
266,2,
267,0,
268,0,
269,0,
270,1,
271,0,
272,0,
273,0,
274,0,
275,0,
276,0,
277,0,
278,1,
279,0,
280,0,
281,1,
282,1,
283,0,
284,0,
285,1,
286,0,
287,0,
288,1,
289,0,
290,1,
291,0,
292,0,
293,0,
294,1,
295,0,
296,0,
297,1,
298,0,
299,1,
300,0,
301,2,
302,0,
303,0,
304,0,
305,0,
306,1,
307,0,
308,0,
309,5,
310,0,
311,0,
312,0,
313,1,
314,0,
315,0,
316,0,
317,0,
318,0,
319,0,
320,0,
321,0,
322,0,
323,0,
324,0,
325,0,
326,0,
327,0,
328,1,
329,0,
330,0,
331,0,
332,1,
333,0,
334,1,
335,0,
336,0,
337,1,
338,1,
339,0,
340,0,
341,0,
342,1,
343,0,
344,1,
345,0,
346,0,
347,0,
348,1,
349,0,
350,0,
351,0,
352,0,
353,1,
354,0,
355,1,
356,2,
357,1,
358,0,
359,0,
360,1,
361,0,
362,0,
363,0,
364,0,
365,2,
366,1,
367,0,
368,0,
369,1,
370,0,
371,0,
372,0,
373,0,
374,2,
375,0,
376,0,
377,0,
378,0,
379,0,
380,0,
381,2,
382,0,
383,0,
384,0,
385,0,
386,1,
387,1,
388,0,
389,0,
390,0,
391,0,
392,0,
393,0,
394,0,
395,0,
396,0,
397,1,
398,0,
399,1,
400,2,
401,0,
402,0,
403,0,
404,0,
405,1,
406,1,
407,0,
408,0,
409,0,
410,1,
411,0,
412,0,
413,1,
414,0,
415,12,
416,0,
417,1,
418,0,
419,0,
420,0,
421,0,
422,0,
423,0,
424,0,
425,0,
426,1,
427,0,
428,2,
429,0,
430,1,
431,0,
432,0,
433,1,
434,0,
435,1,
436,5,
437,0,
438,0,
439,0,
440,0,
441,0,
442,1,
443,0,
444,0,
445,0,
446,1,
447,0,
448,0,
449,0,
450,1,
451,0,
452,1,
453,3,
454,1,
455,0,
456,0,
457,0,
458,0,
459,0,
460,0,
461,0,
462,1,
463,0,
464,0,
465,0,
466,0,
467,0,
468,0,
469,4,
470,0,
471,0,
472,0,
473,0,
474,0,
475,1,
476,5,
477,1,
478,1,
479,1,
480,0,
481,0,
482,0,
483,5,
484,1,
485,0,
486,1,
487,0,
488,1,
489,1,
490,1,
491,0,
492,1,
493,0,
494,1,
495,1,
496,1,
497,0,
498,11,
499,0,
